298.8352388859,0,2,1
364.2943864514,0,2,1
476.7648186556,0,2,1
293.4,0,2,1
595.6885092059,0,1,1
554.2241979005,0,2,1
471.7725168896,1,2,1
504.2224783687,0.4,2,1
771.3106228512,2.6,2,1
513,0,1,1
578.807724856,3.1428571429,1,1
253.2984405795,0,2,1
421.2153843344,0,2,1
810.3443712398,0,2,1
468,0,1,1
740.8738878156,0,1,1
409.0241255649,0,1,1
21.2132034356,0,2,1
21.2132034356,0,2,1
406.8725939312,0,1,1
116.4929842721,0,3,1
96.598136628,0,1,1
108,0,1,1
433.7199218254,0,3,1
723.8837560739,36,1,1
244.0036743646,7.4285714286,2,1
439.3225554104,0,2,1
538.8153672642,0,2,1
92.5732142685,-1,2,1
412.1111000974,0,2,1
1173.1909150164,0,2,1
0,0,2,1
372.9281163978,0,2,1
454.2994607085,0,2,1
167.4,0,2,1
449.6758832759,0,1,1
193.0401512639,0,2,1
858.6759037567,0,1,1
298.8,0,2,1
456.0838738653,0,2,1
38.1837661841,0,2,1
754.7877912076,0,3,1
736.364510489,0,2,1
347.2180870865,0,2,1
58.6525161187,0,2,1
110.9959458719,0,2,1
344.4688218559,0,1,1
221.9918917438,0,3,1
640.638743755,0,2,1
347.8965363438,0,2,1
540.1038361706,0,1,1
54,0,3,1
96.598136628,0,0,1
671.4169608329,0,1,1
288.4995667241,0,2,1
464.4,0.5714285714,2,1
256.6797615707,-1,2,1
554.2241979005,0,1,1
573.2415089526,12.8571428571,1,1
462.6,0,2,1
384.383246253,0,2,1
53.033008589,0,2,1
972,11,0,1
947.7011814975,0,0,1
100.6230589875,0,0,1
24.149534157,0,2,1
140.8722825825,0,2,1
462.447834896,4.4,2,1
609.0608154553,0.6,2,1
423,0,2,1
409.3687448142,0,2,1
60.3738353925,0,2,1
153,0,3,1
27,0,3,1
8.049844719,0,1,1
103.5,0,3,1
165.4629867977,0,3,1
411.5361466506,0,2,1
219.1751918121,0,2,1
379.4149342181,19.2,1,1
162.2498073959,38,2,1
14.2302494708,0,2,1
41.2677234652,0,3,1
89.0954544295,0,1,1
222.7386360738,0,2,1
326.0187111195,0,0,1
233.0665772087,0,2,1
92.2774349448,0,1,1
392.4442635585,0,2,1
1053.0384608361,0,1,1
491.4,11.5,2,1
612.8258416509,2.4285714286,2,1
392.7548853929,0,1,1
300.0576867614,0,1,1
22.1370729772,-1,2,1
597.3295720514,0,2,1
157.5,0,2,1
198,0.6,2,1
518.6117214709,0,2,1
349.4789528162,0,3,1
14.8492424049,0,0,1
186.6761902332,0,2,1
625.7895013501,0.2,2,1
336.6,0,3,1
701.4183981268,0,2,1
415.19807463,0,0,1
338.4,0,2,1
117,0,1,1
169.046739099,0,2,1
388.3099475736,2.5714285714,2,1
296.3495551263,0.8571428571,1,1
309.5227094937,0,2,1
523.9661248592,0,1,1
152.084481967,0,2,1
475.2903323233,0.8,2,1
15.0413223923,0,1,1
276.0668397327,0,3,1
48.3828482006,0,3,1
393.5892529021,0,2,1
615.1828996323,-1,2,1
218.4959953866,0,2,1
593.9696961967,0.6,3,1
654.5914756549,0,2,1
634.3732664421,0,2,1
4.5,0,2,1
269.6697980865,0,0,1
689.4291116569,0,2,1
17.0762993649,-1,2,1
502.7529214236,0,2,1
89.0954544295,0,3,1
112.4451085598,0,3,1
742.8190223736,31.8,2,1
220.6173157302,0,2,1
366,0,0,1
238.5,-1,2,1
264,4.2,2,1
99.6117462953,0,2,1
324,0,2,1
237,0,3,1
509.2147801348,0,3,1
610.7056448203,0,1,1
115.7615449712,0,2,1
791.2524881477,0,1,1
487.1524796833,0,2,1
415.5232845461,0,1,1
462.447834896,0,2,1
519,23.2,2,1
587.6386644869,0,2,1
630,0,2,1
612,4.4,0,1
459.9592053522,0.8571428571,2,1
722.4598224967,16.2857142857,3,1
36.998648624,0,2,1
253.5701086485,0,2,1
402.773188506,0,3,1
222.7386360738,10.2,2,1
405,0,2,1
627,0,2,1
369,0,2,1
293.2625805937,0,3,1
111.9742889208,0,3,1
567,0,2,1
307.5914498161,36.8,2,1
319.5073130257,0,2,1
25.4558441227,0,2,1
723.8837560739,0,1,1
213.3208850535,0,1,1
619.4255403194,0,2,1
288.4995667241,0,0,1
212.4,0,1,1
720.0506232203,0,3,1
94.8537335545,0,2,1
0,0,0,1
123.0365799265,0,2,1
717.2045733262,0,1,1
301.2274887855,0,2,1
610.9402589452,3,3,1
211.8054259492,0,2,1
384.4072359841,0.4,2,1
293.4,0,0,1
610.9402589452,0,2,1
467.6766416836,0,2,1
504.2224783687,0,2,1
556.8465901844,0,2,1
405.1721856199,36.2,3,1
213.3208850535,0,2,1
165.9142503269,0,0,1
598.2123368838,0,2,1
120.9152595829,0,2,1
458.2051942089,0,2,1
474.2686677726,0,1,1
483.8284820058,0,0,1
280.0142853499,15.5714285714,3,1
1018.8858621063,0,3,1
84,0,1,1
171.8269478283,0,3,1
205.7680733253,0,2,1
399.3841412822,0,2,1
0,0,1,1
19.091883092,0,3,1
171.8269478283,0,2,1
329.4919165578,0,2,1
57.2756492761,0,0,1
435.4456338052,0,2,1
347.2180870865,0,1,1
150.189480324,0,3,1
18,1.3333333333,1,1
17.4730561811,0,1,1
481.539717988,0,3,1
362.7457787487,0,2,1
226.8926281435,0,3,1
207.8893936688,0,2,1
77.3806773734,0,1,1
68.4236801115,0,2,1
15.2797443773,0,1,1
335.9228667623,0,2,1
619.8380433629,0,2,1
214.2533546995,0,1,1
169.7835992911,0,0,1
418.591925388,0,3,1
237.1343338863,0,2,1
187.211316226,0,2,1
407.2935059635,0,2,1
757.0492718443,0,2,1
50.9116882454,0,2,1
328.9019425374,0,1,1
964.6795414266,11.1428571429,2,1
329.4919165578,16.8,2,1
51,0,1,1
140.8722825825,0,2,1
577.2642375897,0,3,1
185.5397531528,-1,2,1
347.068479427,0,3,1
446.8110080594,0,2,1
491.3498648165,0,1,1
321.99378876,0,1,1
535.3146738135,0,3,1
70.0035713375,0,0,1
659.0690627027,5.5714285714,2,1
385.8718165706,1,1,1
973.3490637998,0,1,1
117,0,2,1
4.992301766,0,2,1
139.4564448134,0,2,1
193.8659330568,0,2,1
133.2,0,2,1
55.1543289326,-1,2,1
454.2994607085,0,2,1
375.4737008101,1.2,2,1
87,0,2,1
8.4852813742,0,2,1
527.2648290945,0,3,1
543.5955297829,0,3,1
739.3304005494,0,2,1
328.8046532517,0,2,1
1024.5779618946,0,4,1
177.096583818,0,2,1
628.9770266075,0,4,1
19.091883092,0,0,1
296.9848480984,0,1,1
11.3841995766,0,3,1
165.0708938608,5.6,0,1
219.1751918121,0,2,1
155.8922138945,0,0,1
489.5205817941,0,4,1
298.8,0,2,1
346.5,16,1,1
537.9034299946,0,2,1
464.4,0,2,1
618,0,2,1
566.3925317304,39,3,1
122.3801454485,0,1,1
743.9608623482,1.2857142857,3,1
473.0544366138,0,2,1
51,0,2,1
27,69.3333333333,1,1
45,0,1,1
117,0,2,1
60,1,0,1
252.4014659228,0,2,1
202.2222232748,0,2,1
116.7227484255,0,3,1
611.5569663383,17.5,2,1
771.3106228512,0,2,1
537.7547070924,0,2,1
184.715165343,0,1,1
721.3876051909,0,2,1
378.5246359222,0,1,1
507.6,0,0,1
0,0,1,1
45.5367983064,9.8,0,1
419.3533483463,0.8,2,1
461.0600828526,0,2,1
21,0,1,1
36,0,2,1
244.760290897,0,2,1
198,-1,2,1
204.9155923789,0,2,1
12.7279220614,0,0,1
376.610892973,1,2,1
183.6749846876,0,3,1
241.9142410029,0,2,1
553.6646096691,0,2,1
378.1543802392,0,2,1
485.7823586752,0,3,1
319.5073130257,0,1,1
229.4205744915,0,3,1
209.6766741731,0,2,1
599.0762119232,0,4,1
595.8,0,2,1
99,0,3,1
63.6396103068,0,2,1
177.226712694,0,0,1
147.9945944959,0,1,1
448.3214849259,0,2,1
615,0,2,1
108.1873375215,0,2,1
614.3079319805,0,2,1
147.2729020978,0,2,1
1049.9367207823,0,2,1
392.4442635585,0,2,1
618,0,2,1
644.0069278175,0.2,2,1
404.7479215512,30,2,1
462,0,3,1
9,0,1,1
50.9116882454,0,2,1
172.9744311919,0,2,1
552.4591526843,0,2,1
529.5135648731,0,3,1
135.8268794329,0,3,1
498.6,0,2,1
366,0,2,1
166.7357790038,0,2,1
990,0.4,2,1
144,-1,0,1
666.0945878777,0,1,1
27,0,2,1
705.8203737496,1.4,2,1
31.3065488357,0,1,1
324.4496879333,0,2,1
131.5218613007,0,0,1
610.9402589452,0.2,2,1
297,0,0,1
27,0,2,1
89.8614317885,0,1,1
169.2813634161,0,1,1
640.2144796863,15.8571428571,3,1
644.8813844421,0,2,1
152.7350647363,0,2,1
702,0,2,1
0,0,3,1
547.3006486384,44.2,1,1
750.1348114133,0,0,1
150.4132239234,0,2,1
373.3523804665,23,2,1
27.5771644663,5.8333333333,1,1
12.4807544151,-1,2,1
393.5892529021,0.375,2,1
89.0954544295,0,3,1
292.7422074112,0,3,1
733.1564514842,0,2,1
117,0,1,1
27,0,3,1
78,0,2,1
847.8,3.1428571429,3,1
352.9101868748,0,2,1
446.2258976395,0,3,1
280.9146824634,0,0,1
433.7199218254,1.5714285714,0,1
443.9837834876,0,2,1
63,0,0,1
1050.8795217487,1,2,1
93.919646507,0,2,1
100.6230589875,0,2,1
12.7279220614,0,2,1
343.8,0,1,1
153,0,3,1
313.3279150554,0,1,1
436.9919907733,46.2,2,1
480.9824321116,0,1,1
297,0,3,1
36.2243012355,0,2,1
379.4847214924,0,2,1
687.3207260718,0,2,1
128.0722452368,0,3,1
213.1926945277,-1,2,1
273.6503243192,0,1,1
173.6090435432,0,2,1
912.1677477306,0,1,1
736.0981592152,0,4,1
381.9110851011,0,1,1
373.3523804665,0,2,1
382.3676241525,0,1,1
464.5691552396,0,2,1
171.8269478283,0,3,1
297.0419550786,0,2,1
64.9124025129,0,3,1
394.5655839021,0,2,1
604.5762979145,0,2,1
21.2132034356,0,2,1
509.4429310531,0,1,1
385.8718165706,0,2,1
146.6312902968,0,1,1
428.9309734678,0,3,1
351,0,2,1
419.4,0,1,1
562.1498910433,0,2,1
399,0,2,1
63,0,2,1
540,0,1,1
591.5877592742,0,0,1
693,0,2,1
526.0874452028,0,1,1
306,-1,2,1
625.1123428444,0,2,1
190.9188309204,0,3,1
155.9170452516,0,1,1
171.8269478283,12.3333333333,3,1
38.8309947574,0,3,1
36.2243012355,0,1,1
698.9222472438,0,2,1
28.2407234599,-1,0,1
173.9482681719,0,0,1
93.5904504412,0,0,1
384,29.8,2,1
494.2676400494,0,2,1
9,0,2,1
114,0,2,1
117,0,1,1
223.805653611,0,2,1
202.1882215241,0,3,1
216.3746750431,-1,0,1
258,0,2,1
0,0,2,1
318.1980515339,1,2,1
34.9461123622,50.2,2,1
1015.9334093865,0,2,1
108.6729037065,0,2,1
0,0,2,1
1022.4764055958,15.8,2,1
50.9116882454,0.8,1,1
38.2367624152,0,3,1
558,0,3,1
36,0,2,1
9,0,2,1
828,0,2,1
372.2917202947,0,0,1
159.3787940725,0,2,1
228,0,2,1
324.5620125646,0,2,1
663.1296253373,0,2,1
180,0,3,1
460.6768014396,0,1,1
611.5569663383,0,2,1
636.3961030679,29.8333333333,2,1
126.5659558352,0,2,1
7.488452649,45,1,1
397.7594143752,29.5714285714,2,1
192.9359082853,0,3,1
225,0,3,1
459.9592053522,0,2,1
162,0,3,1
102.4577961895,0,2,1
476.9375652813,0,1,1
321.99378876,0,2,1
943.0707196987,1,1,1
279,0,2,1
574.9020786186,0,0,1
342.6541731147,0,2,1
536.5737457381,0,0,1
30,0,2,1
563.517879042,0,2,1
375,0,1,1
1104.2673589308,0,0,1
171.2093859756,0,2,1
201.246117975,0,1,1
401.8802921652,6.8,2,1
16.9705627485,4.4,2,1
243,0,1,1
72,0,2,1
274.7407333983,0,3,1
506.7186292517,0,3,1
341.1106858485,0,2,1
192.1946750132,0,1,1
523.9661248592,0,1,1
432.1764345591,0,2,1
44.5477272148,-1,2,1
606.5646645723,1.6,2,1
464.2840642405,0,2,1
238.6485386505,0,1,1
411.5361466506,0,1,1
157.2575056299,0,2,1
375.4737008101,0,2,1
469.598232535,0,3,1
72,0,2,1
1096.7226176203,0,2,1
135.8268794329,0,3,1
470.9331162702,0,4,1
381,0,2,1
626.6558301107,0,2,1
302.0342568446,0,1,1
256.1444904736,0,1,1
441,0,5,1
777,0,2,1
918,0,3,1
465,0,1,1
566.3925317304,0,2,1
233.0665772087,3.2857142857,2,1
92.3575826715,0,1,1
329.4919165578,0,0,1
274.5765971315,0,2,1
648.2646518387,0,2,1
74.8845264904,0,2,1
12.7279220614,0,0,1
175.0320684903,0,2,1
556.603287371,0,2,1
19.9223492591,0,2,1
423.8398046432,7.5555555556,2,1
333,0,2,1
383.9589821843,0,1,1
960.9581156325,1.6,2,1
600.516527666,0,1,1
698.5858622221,0,0,1
37.4422632452,0,2,1
513.9812596721,0,1,1
932.4,0,2,1
133.6431816443,0,1,1
460.8,0,3,1
331.8285006538,14.8571428571,2,1
388.9587911032,0,1,1
165,0,2,1
249.545186289,0,5,1
406.8725939312,0,1,1
131.5218613007,2.3333333333,1,1
27,0,0,1
492.1463197058,0,2,1
376.7464930162,0,2,1
394.5655839021,-1,2,1
250.4523906853,0,2,1
417.9001076813,0,2,1
472.3071034825,0,1,1
544.8510049978,0,4,1
882,1,3,1
81,0,1,1
462.7579725693,0,2,1
251.5884244041,0,0,1
461.0600828526,0,2,1
479.4183976445,0,0,1
106.066017178,0,2,1
776.9716211034,43.8,0,1
132.2959967997,0,3,1
417.9001076813,0,1,1
273.2207898385,0,1,1
360.0692241137,0,3,1
241.49534157,-1,1,1
442.741459545,0.5,1,1
267.5286900502,0,1,1
6,0,2,1
384.7798571411,0,3,1
126,0,2,1
219.6,0,1,1
232.1420321203,0,2,1
308.25,0,2,1
406.8725939312,0,1,1
484.2,0,5,1
210.0107140124,0,2,1
9,0,1,1
822.5084194098,0,2,1
537.9034299946,2.8,2,1
168.7970624029,0,2,1
264.1043827732,0,3,1
275.4,0,2,1
439.1133111168,4,1,1
148.9221273015,0,1,1
216,0,2,1
330.0634554376,0,2,1
102.6,0,1,1
351.9150967124,3.4285714286,2,1
175.4820945773,0,2,1
463.0461798848,0,3,1
191.392421019,0.1428571429,1,1
243,0,1,1
128.0722452368,0,2,1
797.4,0,1,1
19.091883092,0,1,1
499.2301766027,0,1,1
14.9769052981,26,2,1
40.249223595,0,2,1
48.7903679019,0,2,1
520.1552087372,23.4285714286,2,1
20.1246117975,0,2,1
257.7623734692,0,3,1
362.7457787487,0,1,1
710.6423150925,0,2,1
644.0069278175,0,2,1
355.1090255119,11.2857142857,3,1
72,0,1,1
342.1184005575,17,1,1
474.6372843805,0.7142857143,0,1
733.9768388716,0,2,1
586.5954575082,0,2,1
618,0,0,1
9.9846035321,0,2,1
6.3639610307,60.6666666667,2,1
21.2132034356,0,1,1
112.4299782087,0,0,1
61.2,0,2,1
179.722863577,0,1,1
133.6431816443,0,3,1
825.1936136447,0,2,1
465,24.2,1,1
171.8269478283,0,2,1
492.447615332,0,2,1
705.6,0,1,1
235.4665581351,0,1,1
44.2741459545,0,2,1
243,0,2,1
297,0,2,1
857.0134187981,0,3,1
101.8233764909,0,2,1
451.8033098255,10.4,2,1
506.596881159,0,2,1
823.0722933011,0,1,1
304.5273386742,-1,2,1
9,0,1,1
381.2497667086,0,2,1
9,0,1,1
117.7332790676,0,2,1
612,0,1,1
697.9143930311,0,2,1
547.9379795303,7.2857142857,2,1
621,37.5,2,1
26.4756782437,1.2857142857,2,1
381.6,21.2857142857,2,1
389.3411883883,0,2,1
72.3883756074,0,2,1
954,0,2,1
504,0,2,1
351,0,1,1
37.4422632452,27.2,2,1
178.190908859,0,0,1
92.3575826715,0,2,1
559.8,3.7142857143,3,1
566.6262504441,0,3,1
395.6009352871,0,2,1
201,0,2,1
41.4735918812,-1,1,1
532.4514062335,0,2,1
396.6762274346,0,3,1
575.4047404954,0,3,1
688.5,0,2,1
326.9957656748,0,3,1
390.0749927898,0,2,1
285.3294629705,0,0,1
99.7020561473,0,1,1
80.1859089866,0,1,1
443.355951804,0,2,1
16.9705627485,0,2,1
432.599583911,0,0,1
38.1837661841,0,2,1
250.4523906853,0,2,1
12.7279220614,3.6666666667,1,1
59.3969696197,0,2,1
406.8725939312,0,0,1
173.6090435432,0,3,1
48.7903679019,0,3,1
45,-1,2,1
227.1497303542,0,2,1
118.3696751706,0,2,1
352.9101868748,0,3,1
127.3036950337,0,2,1
625.7895013501,0,2,1
32.4499614792,36.2,0,1
693.6627699838,0,2,1
547.3006486384,4.5,2,1
389.9088354988,0,2,1
244.5681111176,0,2,1
406.1157045932,0,2,1
444.5546395959,4.5714285714,2,1
31.8198051534,0,3,1
739.9729724794,4,2,1
685.8980244905,0,0,1
246.9579626052,0,3,1
270.1102715995,0,0,1
176.4,0,2,1
173.0716614585,0,3,1
22.4653579471,0,3,1
554.9797293596,0,1,1
581.6031557422,0,3,1
296.3495551263,0.8571428571,1,1
162,0,3,1
520.8271306297,0,1,1
237.3186421903,0,2,1
12.0747670785,1.4,2,1
583.4381866548,0.2857142857,2,1
306,0,2,1
409.8390903757,0,3,1
612.7644447142,0,2,1
344.4688218559,0,2,1
18,0,1,1
0,0,5,1
212.132034356,0,2,1
496.7340257197,0,2,1
649.1240251293,1,2,1
918.583524949,0,2,1
213.4537420614,0,1,1
640.5472155073,0,2,1
386.3592506829,0,3,1
273.197246132,1.1428571429,1,1
279.7072075425,0,2,1
663,0,2,1
404.1390849695,0,2,1
226.8926281435,0,2,1
156.0175881267,0,2,1
189.707467109,45.8,4,1
270,0,3,1
9,0,1,1
929.1383104791,37.3333333333,2,1
322.0034639087,8.2,2,1
531,0.4,2,1
702.487996065,0,2,1
95.3124416772,-1,2,1
63,0,2,1
205.2123231216,0,1,1
216,0,2,1
510,0,2,1
405.1721856199,30.4,0,1
933.5043652817,0,2,1
432.7493500862,0,2,1
146.3711037056,21.2,1,1
58.6525161187,0,1,1
228.4361154098,0,2,1
197.2211956155,0,1,1
49.5,0,3,1
358.2180899955,0,0,1
109.5875959061,0,0,1
528.2087655464,0,2,1
443.355951804,19.4,3,1
152.7350647363,0,2,1
556.641646912,0,2,1
554.1119285954,0,1,1
70.2,0,2,1
324,0.4,2,1
297.8333762358,0,2,1
459,0,0,1
426.641770107,0,1,1
383.9589821843,0,2,1
630.0321420372,0,1,1
366.9884194358,0.8,0,1
628.7593498311,3,3,1
194.4793955516,0,2,1
70.0035713375,0,2,1
521.6955345498,0,3,1
159.099025767,0,0,1
251.5884244041,0,1,1
517.6021638286,0,3,1
351.9150967124,13.7142857143,1,1
345.9488623838,0,2,1
197.282791951,0,2,1
332.9878376157,0,1,1
76.4735248305,0,2,1
203.7403191493,0,0,1
672.4585489084,0,3,1
82.8,0,2,1
233.3760913204,0,2,1
691.5504320004,0,1,1
398.8082245892,0,2,1
70.0035713375,0,2,1
27.4576597131,0,3,1
482.4,11.5,2,1
576,0,2,1
767.794669066,0,3,1
685.3083462295,12.4285714286,1,1
725.4915574974,0,3,1
285.3294629705,1.1428571429,1,1
619.0454189874,0,2,1
407.2935059635,0,2,1
287.0573515466,0,2,1
0,-1,2,1
447.5985924911,0,0,1
120.9152595829,0,2,1
296.9848480984,0,0,1
6.3639610307,0,3,1
301.6812887801,0,1,1
78.4888527117,0,2,1
12.7279220614,0,2,1
1120.7717464731,1.6,2,1
193.0401512639,0,2,1
687.3207260718,0,2,1
331.9880674408,0,0,1
114.5512985522,0,2,1
477.2970773009,0,2,1
354.2604973745,0,2,1
339.4765200898,0,2,1
668.9684366476,0,2,1
396.8879903992,0,2,1
9,0,3,1
72.3883756074,0,2,1
512.2889809473,0,1,1
504.8742417672,0,2,1
45,0,2,1
477.9798004677,0,2,1
57.6,0,1,1
210.6,-1,2,1
103.4136468409,0,1,1
467.12361382,28.8333333333,2,1
75.2066119617,0,1,1
702.1570337182,0,1,1
117,0,1,1
399.3841412822,0,5,1
112.4299782087,0,0,1
434.2011231959,0,2,1
249,0,2,1
213.4537420614,0,2,1
295.2,0,2,1
947.8292811228,30.2857142857,2,1
476.0242850948,0,5,1
19.091883092,0,1,1
339.5671985822,18.5714285714,1,1
64.8,1.7142857143,1,1
360.6244584051,0,1,1
234.7291641186,0,2,1
45,0,3,1
270.4683438039,0,2,1
202.1882215241,0,3,1
498.0587314765,0,0,1
391.3836033868,1.5,1,1
19.091883092,0,2,1
93,0,1,1
68.3051974596,0,2,1
